"GeneID"	"Symbol"	"description"
"90871"	"TMEM261"	"transmembrane protein 261"
"79095"	"C9orf16"	"chromosome 9 open reading frame 16"
"85026"	"ARRDC1-AS1"	"ARRDC1 antisense RNA 1"
"84267"	"C9orf64"	"chromosome 9 open reading frame 64"
"90120"	"TMEM250"	"transmembrane protein 250"
"51759"	"C9orf78"	"chromosome 9 open reading frame 78"
"84270"	"CARD19"	"caspase recruitment domain family member 19"
"51719"	"CAB39"	"calcium binding protein 39"
"10241"	"CALCOCO2"	"calcium binding and coiled-coil domain 2"
"801"	"CALM1"	"calmodulin 1"
"811"	"CALR"	"calreticulin"
"813"	"CALU"	"calumenin"
"23261"	"CAMTA1"	"calmodulin binding transcription activator 1"
"23125"	"CAMTA2"	"calmodulin binding transcription activator 2"
"124583"	"CANT1"	"calcium activated nucleotidase 1"
"821"	"CANX"	"calnexin"
"823"	"CAPN1"	"calpain 1"
"23473"	"CAPN7"	"calpain 7"
"826"	"CAPNS1"	"calpain small subunit 1"
"4076"	"CAPRIN1"	"cell cycle associated protein 1"
"830"	"CAPZA2"	"capping actin protein of muscle Z-line alpha subunit 2"
"832"	"CAPZB"	"capping actin protein of muscle Z-line beta subunit"
"55739"	"NAXD"	"NAD(P)HX dehydratase"
"833"	"CARS"	"cysteinyl-tRNA synthetase"
"79587"	"CARS2"	"cysteinyl-tRNA synthetase 2, mitochondrial (putative)"
"22794"	"CASC3"	"cancer susceptibility 3"
"113201"	"CASC4"	"cancer susceptibility 4"
"836"	"CASP3"	"caspase 3"
"840"	"CASP7"	"caspase 7"
"842"	"CASP9"	"caspase 9"
"84869"	"CBR4"	"carbonyl reductase 4"
"11335"	"CBX3"	"chromobox 3"
"23468"	"CBX5"	"chromobox 5"
"54862"	"CC2D1A"	"coiled-coil and C2 domain containing 1A"
"200014"	"CC2D1B"	"coiled-coil and C2 domain containing 1B"
"55749"	"CCAR1"	"cell division cycle and apoptosis regulator 1"
"883"	"KYAT1"	"kynurenine aminotransferase 1"
"151903"	"CCDC12"	"coiled-coil domain containing 12"
"115098"	"CCDC124"	"coiled-coil domain containing 124"
"133957"	"CCDC127"	"coiled-coil domain containing 127"
"81576"	"CCDC130"	"coiled-coil domain containing 130"
"339230"	"CCDC137"	"coiled-coil domain containing 137"
"91050"	"CCDC149"	"coiled-coil domain containing 149"
"51244"	"CCDC174"	"coiled-coil domain containing 174"
"28952"	"CCDC22"	"coiled-coil domain containing 22"
"374969"	"SVBP"	"small vasohibin binding protein"
"55246"	"CCDC25"	"coiled-coil domain containing 25"
"57003"	"CCDC47"	"coiled-coil domain containing 47"
"152137"	"CCDC50"	"coiled-coil domain containing 50"
"79714"	"CCDC51"	"coiled-coil domain containing 51"
"29080"	"CCDC59"	"coiled-coil domain containing 59"
"64925"	"CCDC71"	"coiled-coil domain containing 71"
"79080"	"CCDC86"	"coiled-coil domain containing 86"
"63933"	"MCUR1"	"mitochondrial calcium uniporter regulator 1"
"80212"	"CCDC92"	"coiled-coil domain containing 92"
"55702"	"CCDC94"	"coiled-coil domain containing 94"
"83605"	"CCM2"	"CCM2 scaffolding protein"
"57820"	"CCNB1IP1"	"cyclin B1 interacting protein 1"
"23582"	"CCNDBP1"	"cyclin D1 binding protein 1"
"900"	"CCNG1"	"cyclin G1"
"902"	"CCNH"	"cyclin H"
"8812"	"CCNK"	"cyclin K"
"57018"	"CCNL1"	"cyclin L1"
"81669"	"CCNL2"	"cyclin L2"
"219771"	"CCNY"	"cyclin Y"
"9236"	"CCPG1"	"cell cycle progression 1"
"7203"	"CCT3"	"chaperonin containing TCP1 subunit 3"
"10575"	"CCT4"	"chaperonin containing TCP1 subunit 4"
"22948"	"CCT5"	"chaperonin containing TCP1 subunit 5"
"908"	"CCT6A"	"chaperonin containing TCP1 subunit 6A"
"10574"	"CCT7"	"chaperonin containing TCP1 subunit 7"
"10694"	"CCT8"	"chaperonin containing TCP1 subunit 8"
"8763"	"CD164"	"CD164 molecule"
"51293"	"CD320"	"CD320 molecule"
"4179"	"CD46"	"CD46 molecule"
"967"	"CD63"	"CD63 molecule"
"975"	"CD81"	"CD81 molecule"
"3732"	"CD82"	"CD82 molecule"
"83692"	"CD99L2"	"CD99 molecule like 2"
"8872"	"CDC123"	"cell division cycle 123"
"8881"	"CDC16"	"cell division cycle 16"
"8697"	"CDC23"	"cell division cycle 23"
"996"	"CDC27"	"cell division cycle 27"
"11140"	"CDC37"	"cell division cycle 37"
"55664"	"CDC37L1"	"cell division cycle 37 like 1"
"51362"	"CDC40"	"cell division cycle 40"
"998"	"CDC42"	"cell division cycle 42"
"988"	"CDC5L"	"cell division cycle 5 like"
"29965"	"CDIP1"	"cell death inducing p53 target 1"
"10423"	"CDIPT"	"CDP-diacylglycerol--inositol 3-phosphatidyltransferase"
"51755"	"CDK12"	"cyclin dependent kinase 12"
"8621"	"CDK13"	"cyclin dependent kinase 13"
"5127"	"CDK16"	"cyclin dependent kinase 16"
"8099"	"CDK2AP1"	"cyclin dependent kinase 2 associated protein 1"
"1019"	"CDK4"	"cyclin dependent kinase 4"
"51654"	"CDK5RAP1"	"CDK5 regulatory subunit associated protein 1"
"1024"	"CDK8"	"cyclin dependent kinase 8"
"1025"	"CDK9"	"cyclin dependent kinase 9"
"8760"	"CDS2"	"CDP-diacylglycerol synthase 2"
"55573"	"CDV3"	"CDV3 homolog"
"9425"	"CDYL"	"chromodomain Y like"
"1054"	"CEBPG"	"CCAAT/enhancer binding protein gamma"
"10153"	"CEBPZ"	"CCAAT/enhancer binding protein zeta"
"27440"	"HDHD5"	"haloacid dehalogenase like hydrolase domain containing 5"
"10658"	"CELF1"	"CUGBP Elav-like family member 1"
"1059"	"CENPB"	"centromere protein B"
"80152"	"CENPT"	"centromere protein T"
"9731"	"CEP104"	"centrosomal protein 104"
"9702"	"CEP57"	"centrosomal protein 57"
"80254"	"CEP63"	"centrosomal protein 63"
"64781"	"CERK"	"ceramide kinase"
"29956"	"CERS2"	"ceramide synthase 2"
"8545"	"CGGBP1"	"CGG triplet repeat binding protein 1"
"283489"	"CHAMP1"	"chromosome alignment maintaining phosphoprotein 1"
"118487"	"CHCHD1"	"coiled-coil-helix-coiled-coil-helix domain containing 1"
"51142"	"CHCHD2"	"coiled-coil-helix-coiled-coil-helix domain containing 2"
"54927"	"CHCHD3"	"coiled-coil-helix-coiled-coil-helix domain containing 3"
"131474"	"CHCHD4"	"coiled-coil-helix-coiled-coil-helix domain containing 4"
"84269"	"CHCHD5"	"coiled-coil-helix-coiled-coil-helix domain containing 5"
"79145"	"CHCHD7"	"coiled-coil-helix-coiled-coil-helix domain containing 7"
"9557"	"CHD1L"	"chromodomain helicase DNA binding protein 1 like"
"1108"	"CHD4"	"chromodomain helicase DNA binding protein 4"
"57680"	"CHD8"	"chromodomain helicase DNA binding protein 8"
"10523"	"CHERP"	"calcium homeostasis endoplasmic reticulum protein"
"66005"	"CHID1"	"chitinase domain containing 1"
"1120"	"CHKB"	"choline kinase beta"
"5119"	"CHMP1A"	"charged multivesicular body protein 1A"
"27243"	"CHMP2A"	"charged multivesicular body protein 2A"
"25978"	"CHMP2B"	"charged multivesicular body protein 2B"
"29082"	"CHMP4A"	"charged multivesicular body protein 4A"
"128866"	"CHMP4B"	"charged multivesicular body protein 4B"
"51510"	"CHMP5"	"charged multivesicular body protein 5"
"79643"	"CHMP6"	"charged multivesicular body protein 6"
"11261"	"CHP1"	"calcineurin like EF-hand protein 1"
"56994"	"CHPT1"	"choline phosphotransferase 1"
"54108"	"CHRAC1"	"chromatin accessibility complex 1"
"55501"	"CHST12"	"carbohydrate sulfotransferase 12"
"56548"	"CHST7"	"carbohydrate sulfotransferase 7"
"26097"	"CHTOP"	"chromatin target of PRMT1"
"1147"	"CHUK"	"conserved helix-loop-helix ubiquitous kinase"
"91612"	"CHURC1"	"churchill domain containing 1"
"100529261"	"CHURC1-FNTB"	"CHURC1-FNTB readthrough"
"9391"	"CIAO1"	"cytosolic iron-sulfur assembly component 1"
"10519"	"CIB1"	"calcium and integrin binding 1"
"23152"	"CIC"	"capicua transcriptional repressor"
"51550"	"CINP"	"cyclin dependent kinase 2 interacting protein"
"9541"	"CIR1"	"corepressor interacting with RBPJ, 1"
"84916"	"UTP4"	"UTP4, small subunit processome component"
"55847"	"CISD1"	"CDGSH iron sulfur domain 1"
"493856"	"CISD2"	"CDGSH iron sulfur domain 2"
"284106"	"CISD3"	"CDGSH iron sulfur domain 3"
"10970"	"CKAP4"	"cytoskeleton associated protein 4"
"23155"	"CLCC1"	"chloride channel CLIC like 1"
"1182"	"CLCN3"	"chloride voltage-gated channel 3"
"1186"	"CLCN7"	"chloride voltage-gated channel 7"
"9685"	"CLINT1"	"clathrin interactor 1"
"1198"	"CLK3"	"CDC like kinase 3"
"1207"	"CLNS1A"	"chloride nucleotide-sensitive channel 1A"
"9575"	"CLOCK"	"clock circadian regulator"
"10978"	"CLP1"	"cleavage and polyadenylation factor I subunit 1"
"8192"	"CLPP"	"caseinolytic mitochondrial matrix peptidase proteolytic subunit"
"1209"	"CLPTM1"	"CLPTM1, transmembrane protein"
"81037"	"CLPTM1L"	"CLPTM1 like"
"10845"	"CLPX"	"caseinolytic mitochondrial matrix peptidase chaperone subunit"
"1211"	"CLTA"	"clathrin light chain A"
"1212"	"CLTB"	"clathrin light chain B"
"1213"	"CLTC"	"clathrin heavy chain"
"55907"	"CMAS"	"cytidine monophosphate N-acetylneuraminic acid synthetase"
"152100"	"CMC1"	"C-X9-C motif containing 1"
"56942"	"CMC2"	"C-X9-C motif containing 2"
"100272147"	"CMC4"	"C-X9-C motif containing 4"
"51727"	"CMPK1"	"cytidine/uridine monophosphate kinase 1"
"7555"	"CNBP"	"CCHC-type zinc finger nucleic acid binding protein"
"10175"	"CNIH1"	"cornichon family AMPA receptor auxiliary protein 1"
"29097"	"CNIH4"	"cornichon family AMPA receptor auxiliary protein 4"
"54805"	"CNNM2"	"cyclin and CBS domain divalent metal cation transport mediator 2"
"26505"	"CNNM3"	"cyclin and CBS domain divalent metal cation transport mediator 3"
"23019"	"CNOT1"	"CCR4-NOT transcription complex subunit 1"
"55571"	"CNOT11"	"CCR4-NOT transcription complex subunit 11"
"4848"	"CNOT2"	"CCR4-NOT transcription complex subunit 2"
"4849"	"CNOT3"	"CCR4-NOT transcription complex subunit 3"
"4850"	"CNOT4"	"CCR4-NOT transcription complex subunit 4"
"29883"	"CNOT7"	"CCR4-NOT transcription complex subunit 7"
"163882"	"CNST"	"consortin, connexin sorting protein"
"55744"	"COA1"	"cytochrome c oxidase assembly factor 1 homolog"
"28958"	"COA3"	"cytochrome c oxidase assembly factor 3"
"51287"	"COA4"	"cytochrome c oxidase assembly factor 4 homolog"
"493753"	"COA5"	"cytochrome c oxidase assembly factor 5"
"388753"	"COA6"	"cytochrome c oxidase assembly factor 6"
"80347"	"COASY"	"Coenzyme A synthase"
"9382"	"COG1"	"component of oligomeric golgi complex 1"
"22796"	"COG2"	"component of oligomeric golgi complex 2"
"83548"	"COG3"	"component of oligomeric golgi complex 3"
"25839"	"COG4"	"component of oligomeric golgi complex 4"
"91949"	"COG7"	"component of oligomeric golgi complex 7"
"84342"	"COG8"	"component of oligomeric golgi complex 8"
"150684"	"COMMD1"	"copper metabolism domain containing 1"
"51397"	"COMMD10"	"COMM domain containing 10"
"23412"	"COMMD3"	"COMM domain containing 3"
"100532731"	"COMMD3-BMI1"	"COMMD3-BMI1 readthrough"
"28991"	"COMMD5"	"COMM domain containing 5"
"170622"	"COMMD6"	"COMM domain containing 6"
"149951"	"COMMD7"	"COMM domain containing 7"
"29099"	"COMMD9"	"COMM domain containing 9"
"1312"	"COMT"	"catechol-O-methyltransferase"
"1314"	"COPA"	"coatomer protein complex subunit alpha"
"1315"	"COPB1"	"coatomer protein complex subunit beta 1"
"9276"	"COPB2"	"coatomer protein complex subunit beta 2"
"11316"	"COPE"	"coatomer protein complex subunit epsilon"
"22820"	"COPG1"	"coatomer protein complex subunit gamma 1"
"9318"	"COPS2"	"COP9 signalosome subunit 2"
"8533"	"COPS3"	"COP9 signalosome subunit 3"
"51138"	"COPS4"	"COP9 signalosome subunit 4"
"10987"	"COPS5"	"COP9 signalosome subunit 5"
"10980"	"COPS6"	"COP9 signalosome subunit 6"
"50813"	"COPS7A"	"COP9 signalosome subunit 7A"
"64708"	"COPS7B"	"COP9 signalosome subunit 7B"
"10920"	"COPS8"	"COP9 signalosome subunit 8"
"22818"	"COPZ1"	"coatomer protein complex subunit zeta 1"
"80219"	"COQ10B"	"coenzyme Q10B"
"27235"	"COQ2"	"coenzyme Q2, polyprenyltransferase"
"51117"	"COQ4"	"coenzyme Q4"
"84274"	"COQ5"	"coenzyme Q5, methyltransferase"
"51004"	"COQ6"	"coenzyme Q6, monooxygenase"
"23603"	"CORO1C"	"coronin 1C"
"1353"	"COX11"	"COX11, cytochrome c oxidase copper chaperone"
"84987"	"COX14"	"COX14, cytochrome c oxidase assembly factor"
"1355"	"COX15"	"COX15, cytochrome c oxidase assembly homolog"
"51241"	"COX16"	"COX16, cytochrome c oxidase assembly homolog"
"90639"	"COX19"	"COX19, cytochrome c oxidase assembly factor"
"116228"	"COX20"	"COX20, cytochrome c oxidase assembly factor"
"1327"	"COX4I1"	"cytochrome c oxidase subunit 4I1"
"1329"	"COX5B"	"cytochrome c oxidase subunit 5B"
"1340"	"COX6B1"	"cytochrome c oxidase subunit 6B1"
"1345"	"COX6C"	"cytochrome c oxidase subunit 6C"
"1347"	"COX7A2"	"cytochrome c oxidase subunit 7A2"
"9167"	"COX7A2L"	"cytochrome c oxidase subunit 7A2 like"
"1350"	"COX7C"	"cytochrome c oxidase subunit 7C"
"1351"	"COX8A"	"cytochrome c oxidase subunit 8A"
"1362"	"CPD"	"carboxypeptidase D"
"8904"	"CPNE1"	"copine 1"
"221184"	"CPNE2"	"copine 2"
"8895"	"CPNE3"	"copine 3"
"1371"	"CPOX"	"coproporphyrinogen oxidase"
"53981"	"CPSF2"	"cleavage and polyadenylation specific factor 2"
"54973"	"INTS11"	"integrator complex subunit 11"
"10898"	"CPSF4"	"cleavage and polyadenylation specific factor 4"
"11052"	"CPSF6"	"cleavage and polyadenylation specific factor 6"
"79869"	"CPSF7"	"cleavage and polyadenylation specific factor 7"
"8738"	"CRADD"	"CASP2 and RIPK1 domain containing adaptor with death domain"
"51185"	"CRBN"	"cereblon"
"27297"	"CRCP"	"CGRP receptor component"
"10488"	"CREB3"	"cAMP responsive element binding protein 3"
"58487"	"CREBZF"	"CREB/ATF bZIP transcription factor"
"8804"	"CREG1"	"cellular repressor of E1A stimulated genes 1"
"78987"	"CRELD1"	"cysteine rich with EGF like domains 1"
"285464"	"CRIPAK"	"cysteine rich PAK1 inhibitor"
"9419"	"CRIPT"	"CXXC repeat containing interactor of PDZ3 domain"
"1398"	"CRK"	"CRK proto-oncogene, adaptor protein"
"1399"	"CRKL"	"CRK like proto-oncogene, adaptor protein"
"54675"	"CRLS1"	"cardiolipin synthase 1"
"51340"	"CRNKL1"	"crooked neck pre-mRNA splicing factor 1"
"200186"	"CRTC2"	"CREB regulated transcription coactivator 2"
"1408"	"CRY2"	"cryptochrome circadian clock 2"
"55454"	"CSGALNACT2"	"chondroitin sulfate N-acetylgalactosaminyltransferase 2"
"1452"	"CSNK1A1"	"casein kinase 1 alpha 1"
"122011"	"CSNK1A1L"	"casein kinase 1 alpha 1 like"
"1453"	"CSNK1D"	"casein kinase 1 delta"
"1456"	"CSNK1G3"	"casein kinase 1 gamma 3"
"283106"	"CSNK2A3"	"casein kinase 2 alpha 3"
"1460"	"CSNK2B"	"casein kinase 2 beta"
"57325"	"KAT14"	"lysine acetyltransferase 14"
"1471"	"CST3"	"cystatin C"
"1476"	"CSTB"	"cystatin B"
"1477"	"CSTF1"	"cleavage stimulation factor subunit 1"
"23283"	"CSTF2T"	"cleavage stimulation factor subunit 2 tau variant"
"4253"	"MIA2"	"melanoma inhibitory activity 2"
"1487"	"CTBP1"	"C-terminal binding protein 1"
"10664"	"CTCF"	"CCCTC-binding factor"
"10106"	"CTDSP2"	"CTD small phosphatase 2"
"1495"	"CTNNA1"	"catenin alpha 1"
"1499"	"CTNNB1"	"catenin beta 1"
"56998"	"CTNNBIP1"	"catenin beta interacting protein 1"
"56259"	"CTNNBL1"	"catenin beta like 1"
"1500"	"CTNND1"	"catenin delta 1"
"5476"	"CTSA"	"cathepsin A"
"1509"	"CTSD"	"cathepsin D"
"2017"	"CTTN"	"cortactin"
"348180"	"CTU2"	"cytosolic thiouridylase subunit 2"
"79004"	"CUEDC2"	"CUE domain containing 2"
"8454"	"CUL1"	"cullin 1"
"8453"	"CUL2"	"cullin 2"
"8451"	"CUL4A"	"cullin 4A"
"8450"	"CUL4B"	"cullin 4B"
"8065"	"CUL5"	"cullin 5"
"51596"	"CUTA"	"cutA divalent cation tolerance homolog"
"1523"	"CUX1"	"cut like homeobox 1"
"51503"	"CWC15"	"CWC15 spliceosome associated protein homolog"
"57703"	"CWC22"	"CWC22 spliceosome associated protein homolog"
"54883"	"CWC25"	"CWC25 spliceosome associated protein homolog"
"30827"	"CXXC1"	"CXXC finger protein 1"
"51523"	"CXXC5"	"CXXC finger protein 5"
"91966"	"CXorf40A"	"chromosome X open reading frame 40A"
"541578"	"CXorf40B"	"chromosome X open reading frame 40B"
"63932"	"CXorf56"	"chromosome X open reading frame 56"
"80777"	"CYB5B"	"cytochrome b5 type B"
"124936"	"CYB5D2"	"cytochrome b5 domain containing 2"
"1727"	"CYB5R3"	"cytochrome b5 reductase 3"
"1537"	"CYC1"	"cytochrome c1"
"23191"	"CYFIP1"	"cytoplasmic FMR1 interacting protein 1"
"50626"	"CYHR1"	"cysteine and histidine rich 1"
"113612"	"CYP2U1"	"cytochrome P450 family 2 subfamily U member 1"
"728294"	"D2HGDH"	"D-2-hydroxyglutarate dehydrogenase"
"1603"	"DAD1"	"defender against cell death 1"
"1605"	"DAG1"	"dystroglycan 1"
"221955"	"DAGLB"	"diacylglycerol lipase beta"
"55152"	"DALRD3"	"DALR anticodon binding domain containing 3"
"7818"	"DAP3"	"death associated protein 3"
"1615"	"DARS"	"aspartyl-tRNA synthetase"
"55157"	"DARS2"	"aspartyl-tRNA synthetase 2, mitochondrial"
"1616"	"DAXX"	"death domain associated protein"
"26528"	"DAZAP1"	"DAZ associated protein 1"
"1629"	"DBT"	"dihydrolipoamide branched chain transacylase E2"
"79269"	"DCAF10"	"DDB1 and CUL4 associated factor 10"
"80344"	"DCAF11"	"DDB1 and CUL4 associated factor 11"
"25853"	"DCAF12"	"DDB1 and CUL4 associated factor 12"
"25879"	"DCAF13"	"DDB1 and CUL4 associated factor 13"
"8816"	"DCAF5"	"DDB1 and CUL4 associated factor 5"
"10238"	"DCAF7"	"DDB1 and CUL4 associated factor 7"
"50717"	"DCAF8"	"DDB1 and CUL4 associated factor 8"
"79877"	"DCAKD"	"dephospho-CoA kinase domain containing"
"1635"	"DCTD"	"dCMP deaminase"
"10540"	"DCTN2"	"dynactin subunit 2"
"11258"	"DCTN3"	"dynactin subunit 3"
"51164"	"DCTN4"	"dynactin subunit 4"
"84516"	"DCTN5"	"dynactin subunit 5"
"10671"	"DCTN6"	"dynactin subunit 6"
"79077"	"DCTPP1"	"dCTP pyrophosphatase 1"
"123879"	"DCUN1D3"	"defective in cullin neddylation 1 domain containing 3"
"23142"	"DCUN1D4"	"defective in cullin neddylation 1 domain containing 4"
"84259"	"DCUN1D5"	"defective in cullin neddylation 1 domain containing 5"
"79016"	"DDA1"	"DET1 and DDB1 associated 1"
"1642"	"DDB1"	"damage specific DNA binding protein 1"
"1643"	"DDB2"	"damage specific DNA binding protein 2"
"1650"	"DDOST"	"dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit"
"65992"	"DDRGK1"	"DDRGK domain containing 1"
"1653"	"DDX1"	"DEAD-box helicase 1"
"1662"	"DDX10"	"DEAD-box helicase 10"
"10521"	"DDX17"	"DEAD-box helicase 17"
"8886"	"DDX18"	"DEAD-box helicase 18"
"55308"	"DDX19A"	"DEAD-box helicase 19A"
"11269"	"DDX19B"	"DEAD-box helicase 19B"
"9188"	"DDX21"	"DExD-box helicase 21"
"9416"	"DDX23"	"DEAD-box helicase 23"
"57062"	"DDX24"	"DEAD-box helicase 24"
"55661"	"DDX27"	"DEAD-box helicase 27"
"7919"	"DDX39B"	"DExD-box helicase 39B"
"1654"	"DDX3X"	"DEAD-box helicase 3, X-linked"
"51428"	"DDX41"	"DEAD-box helicase 41"
"11325"	"DDX42"	"DEAD-box helicase 42"
"9879"	"DDX46"	"DEAD-box helicase 46"
"51202"	"DDX47"	"DEAD-box helicase 47"
"54555"	"DDX49"	"DEAD-box helicase 49"
"79039"	"DDX54"	"DEAD-box helicase 54"
"54606"	"DDX56"	"DEAD-box helicase 56"
"83479"	"DDX59"	"DEAD-box helicase 59"
"9191"	"DEDD"	"death effector domain containing"
"54849"	"DEF8"	"differentially expressed in FDCP 8 homolog"
"8560"	"DEGS1"	"delta 4-desaturase, sphingolipid 1"
"7913"	"DEK"	"DEK proto-oncogene"
"57706"	"DENND1A"	"DENN domain containing 1A"
"10260"	"DENND4A"	"DENN domain containing 4A"
"8562"	"DENR"	"density regulated re-initiation and release factor"
"51071"	"DERA"	"deoxyribose-phosphate aldolase"
"79139"	"DERL1"	"derlin 1"
"51009"	"DERL2"	"derlin 2"
"27351"	"DESI1"	"desumoylating isopeptidase 1"
"28955"	"DEXI"	"Dexi homolog"
"1676"	"DFFA"	"DNA fragmentation factor subunit alpha"
"8220"	"DGCR14"	"DiGeorge syndrome critical region gene 14"
"9993"	"DGCR2"	"DiGeorge syndrome critical region gene 2"
"85359"	"DGCR6L"	"DiGeorge syndrome critical region gene 6 like"
"1725"	"DHPS"	"deoxyhypusine synthase"
"79758"	"DHRS12"	"dehydrogenase/reductase 12"
"25979"	"DHRS7B"	"dehydrogenase/reductase 7B"
"1665"	"DHX15"	"DEAH-box helicase 15"
"8449"	"DHX16"	"DEAH-box helicase 16"
"54505"	"DHX29"	"DExH-box helicase 29"
"22907"	"DHX30"	"DExH-box helicase 30"
"55760"	"DHX32"	"DEAH-box helicase 32 (putative)"
"56919"	"DHX33"	"DEAH-box helicase 33"
"170506"	"DHX36"	"DEAH-box helicase 36"
"9785"	"DHX38"	"DEAH-box helicase 38"
"1659"	"DHX8"	"DEAH-box helicase 8"
"1660"	"DHX9"	"DExH-box helicase 9"
"56616"	"DIABLO"	"diablo IAP-binding mitochondrial protein"
"11083"	"DIDO1"	"death inducer-obliterator 1"
"27042"	"DIEXF"	"digestive organ expansion factor homolog (zebrafish)"
"27292"	"DIMT1"	"DIM1 dimethyladenosine transferase 1 homolog"
"84925"	"DIRC2"	"disrupted in renal carcinoma 2"
"22894"	"DIS3"	"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
"129563"	"DIS3L2"	"DIS3 like 3'-5' exoribonuclease 2"
"1736"	"DKC1"	"dyskerin pseudouridine synthase 1"
"1738"	"DLD"	"dihydrolipoamide dehydrogenase"
"1739"	"DLG1"	"discs large MAGUK scaffold protein 1"
"22839"	"DLGAP4"	"DLG associated protein 4"
